timestamp,speed,rpm,coolant_temp,fuel_level,latitude,longitude
2025-03-22T21:13:09.981311,4,25,78,87,,
2025-03-22T21:13:10.343724,85,44,38,35,,
2025-03-22T21:16:25.434694,47,53,79,84,,
2025-03-22T21:16:25.846245,92,91,4,18,,
2025-03-22T21:45:56.410597,37,20,14,61,,
2025-03-22T21:45:56.706018,27,100,28,33,,
2025-03-22T21:57:07.749459,8,42,24,79,,
2025-03-22T21:57:08.131404,45,17,96,83,,
2025-03-22T21:58:07.757456,40,58,41,14,21.022578,105.516662
2025-03-22T21:58:08.091675,47,11,86,44,21.022578,105.516662
2025-03-22T22:00:08.121152,,,,,,
2025-03-22T22:00:08.622957,,,,,,
2025-03-22T22:03:10.507427,9,5,15,34,21.022578,105.516662
2025-03-22T22:03:10.832823,8,89,75,68,21.022578,105.516662
2025-03-22T22:06:13.254835,3,94,50,13,21.022578,105.516662
2025-03-22T22:06:13.645788,32,50,78,9,21.022578,105.516662
2025-03-22T22:06:52.376279,29,21,37,15,21.022578,105.516662
2025-03-22T22:06:52.847488,60,100,30,,21.022578,105.516662
2025-03-22T22:08:27.888710,,,,,,
2025-03-22T22:08:28.443921,,,,,,
2025-03-22T22:08:47.955516,,,,,,
2025-03-22T22:08:48.458990,,,,,,
2025-03-22T22:10:42.590062,,,,,,
2025-03-22T22:10:42.590000,,,,,,
2025-03-22T22:10:42.930652,,,,,,
2025-03-22T22:10:42.934190,,,,,,
2025-03-22T22:10:47.594452,,,,,,
2025-03-22T22:10:47.596182,,,,,,
2025-03-22T22:10:47.936044,,,,,,
2025-03-22T22:10:47.939319,,,,,,
2025-03-22T22:10:52.662654,,,,,,
2025-03-22T22:10:52.681655,,,,,,
2025-03-22T22:10:52.937537,,,,,,
2025-03-22T22:10:52.940439,,,,,,
2025-03-22T22:10:57.683421,,,,,,
2025-03-22T22:10:57.699377,,,,,,
2025-03-22T22:10:57.938521,,,,,,
2025-03-22T22:10:57.945724,,,,,,
2025-03-22T22:11:02.689941,,,,,,
2025-03-22T22:11:02.701325,,,,,,
2025-03-22T22:11:02.944424,,,,,,
2025-03-22T22:11:02.951127,,,,,,
2025-03-22T22:11:07.696107,,,,,,
2025-03-22T22:11:07.703032,,,,,,
2025-03-22T22:11:07.949977,,,,,,
2025-03-22T22:11:07.952954,,,,,,
2025-03-22T22:11:12.702679,,,,,,
2025-03-22T22:11:12.707681,,,,,,
2025-03-22T22:11:12.951109,,,,,,
2025-03-22T22:11:12.957617,,,,,,
2025-03-22T22:11:17.709430,,,,,,
2025-03-22T22:11:17.711720,,,,,,
2025-03-22T22:11:17.952750,,,,,,
2025-03-22T22:11:17.963322,,,,,,
2025-03-22T22:11:22.712373,,,,,,
2025-03-22T22:11:22.717137,,,,,,
2025-03-22T22:11:22.959971,,,,,,
2025-03-22T22:11:22.966831,,,,,,
2025-03-22T22:11:27.714789,,,,,,
2025-03-22T22:11:27.721778,,,,,,
2025-03-22T22:11:27.963744,,,,,,
2025-03-22T22:11:27.971785,,,,,,
2025-03-22T22:11:32.720680,,,,,,
2025-03-22T22:11:32.724167,,,,,,
2025-03-22T22:11:32.966429,,,,,,
2025-03-22T22:11:32.973917,,,,,,
2025-03-22T22:11:37.727024,,,,,,
2025-03-22T22:11:37.726762,,,,,,
2025-03-22T22:11:37.973666,,,,,,
2025-03-22T22:11:37.981242,,,,,,
2025-03-22T22:11:41.946034,,,,,,
2025-03-22T22:11:41.968908,,,,,,
2025-03-22T22:11:42.352989,,,,,,
2025-03-22T22:11:42.372609,,,,,,
2025-03-22T22:11:46.976819,,,,,,
2025-03-22T22:11:46.977006,,,,,,
2025-03-22T22:11:47.378064,,,,,,
2025-03-22T22:11:47.386351,,,,,,
2025-03-22T22:11:51.983275,,,,,,
2025-03-22T22:11:51.983053,,,,,,
2025-03-22T22:11:52.379930,,,,,,
2025-03-22T22:11:52.391737,,,,,,
2025-03-22T22:11:56.987235,,,,,,
2025-03-22T22:11:56.988398,,,,,,
2025-03-22T22:11:57.428214,,,,,,
2025-03-22T22:11:57.501942,,,,,,
2025-03-22T22:12:01.994112,,,,,,
2025-03-22T22:12:01.993907,,,,,,
2025-03-22T22:12:02.491044,,,,,,
2025-03-22T22:12:02.513693,,,,,,
2025-03-22T22:12:06.995511,,,,,,
2025-03-22T22:12:07.000272,,,,,,
2025-03-22T22:12:07.495192,,,,,,
2025-03-22T22:12:07.519201,,,,,,
2025-03-22T22:12:12.001809,,,,,,
2025-03-22T22:12:12.001473,,,,,,
2025-03-22T22:12:12.501009,,,,,,
2025-03-22T22:12:12.521154,,,,,,
2025-03-22T22:12:17.004772,,,,,,
2025-03-22T22:12:17.008203,,,,,,
2025-03-22T22:12:17.503822,,,,,,
2025-03-22T22:12:17.523805,,,,,,
2025-03-22T22:12:22.014358,,,,,,
2025-03-22T22:12:22.014004,,,,,,
2025-03-22T22:12:22.507420,,,,,,
2025-03-22T22:12:22.526055,,,,,,
2025-03-22T22:12:27.017053,,,,,,
2025-03-22T22:12:27.016853,,,,,,
2025-03-22T22:12:27.509012,,,,,,
2025-03-22T22:12:27.531579,,,,,,
2025-03-22T22:12:32.019258,,,,,,
2025-03-22T22:12:32.023443,,,,,,
2025-03-22T22:12:32.515236,,,,,,
2025-03-22T22:12:32.537498,,,,,,
2025-03-22T22:12:37.025324,,,,,,
2025-03-22T22:12:37.028864,,,,,,
2025-03-22T22:12:37.520881,,,,,,
2025-03-22T22:12:37.542597,,,,,,
2025-03-22T22:12:42.030406,,,,,,
2025-03-22T22:12:42.033261,,,,,,
2025-03-22T22:12:42.524274,,,,,,
2025-03-22T22:12:42.548358,,,,,,
2025-03-22T22:12:47.036163,,,,,,
2025-03-22T22:12:47.037477,,,,,,
2025-03-22T22:12:47.536391,,,,,,
2025-03-22T22:12:47.554160,,,,,,
2025-03-22T22:12:52.040312,,,,,,
2025-03-22T22:12:52.040245,,,,,,
2025-03-22T22:12:52.537580,,,,,,
2025-03-22T22:12:52.559391,,,,,,
2025-03-22T22:12:57.043790,,,,,,
2025-03-22T22:12:57.043668,,,,,,
2025-03-22T22:12:57.543342,,,,,,
2025-03-22T22:12:57.564712,,,,,,
2025-03-22T22:13:02.051671,,,,,,
2025-03-22T22:13:02.067034,,,,,,
2025-03-22T22:13:02.550150,,,,,,
2025-03-22T22:13:02.644995,,,,,,
2025-03-22T22:13:05.389928,,,,,,
2025-03-22T22:13:05.393076,,,,,,
2025-03-22T22:13:05.858992,,,,,,
2025-03-22T22:13:05.861837,,,,,,
2025-03-22T22:13:10.395771,,,,,,
2025-03-22T22:13:10.402198,,,,,,
2025-03-22T22:13:10.865295,,,,,,
2025-03-22T22:13:10.867242,,,,,,
2025-03-22T22:13:15.401494,,,,,,
2025-03-22T22:13:15.407522,,,,,,
2025-03-22T22:13:15.870935,,,,,,
2025-03-22T22:13:15.871387,,,,,,
2025-03-22T22:13:20.406609,,,,,,
2025-03-22T22:13:20.411536,,,,,,
2025-03-22T22:13:25.413115,,,,,,
2025-03-22T22:13:25.412945,,,,,,
2025-03-22T22:13:30.415010,,,,,,
2025-03-22T22:13:30.419050,,,,,,
2025-03-22T22:13:35.421050,,,,,,
2025-03-22T22:13:35.421797,,,,,,
2025-03-22T22:13:40.430736,,,,,,
2025-03-22T22:13:40.430319,,,,,,
2025-03-22T22:13:45.436131,,,,,,
2025-03-22T22:13:45.438631,,,,,,
2025-03-22T22:13:50.441620,,,,,,
2025-03-22T22:13:50.441870,,,,,,
2025-03-22T22:13:55.447733,,,,,,
2025-03-22T22:13:55.447446,,,,,,
2025-03-22T22:14:00.453903,,,,,,
2025-03-22T22:14:00.453704,,,,,,
2025-03-22T22:14:05.459590,,,,,,
2025-03-22T22:14:05.459836,,,,,,
2025-03-22T22:14:10.463454,,,,,,
2025-03-22T22:14:10.466563,,,,,,
2025-03-22T22:14:15.472466,,,,,,
2025-03-22T22:14:15.474958,,,,,,
2025-03-22T22:14:20.485503,,,,,,
2025-03-22T22:14:20.487301,,,,,,
2025-03-22T22:14:25.507918,,,,,,
2025-03-22T22:14:25.507490,,,,,,
2025-03-22T22:14:30.510209,,,,,,
2025-03-22T22:14:30.511778,,,,,,
2025-03-22T22:14:35.516327,,,,,,
2025-03-22T22:14:35.517234,,,,,,
2025-03-22T22:14:40.518030,,,,,,
2025-03-22T22:14:40.521997,,,,,,
2025-03-22T22:14:42.714508,,,,,,
2025-03-22T22:14:42.716375,,,,,,
2025-03-22T22:14:43.104260,,,,,,
2025-03-22T22:14:43.121211,,,,,,
2025-03-22T22:14:47.716030,,,,,,
2025-03-22T22:14:47.734436,,,,,,
2025-03-22T22:14:48.125816,,,,,,
2025-03-22T22:14:48.125742,,,,,,
2025-03-22T22:14:52.720962,,,,,,
2025-03-22T22:14:52.740403,,,,,,
2025-03-22T22:14:57.726512,,,,,,
2025-03-22T22:14:57.740915,,,,,,
2025-03-22T22:15:02.727935,,,,,,
2025-03-22T22:15:02.742855,,,,,,
2025-03-22T22:15:07.733588,,,,,,
2025-03-22T22:15:07.746158,,,,,,
2025-03-22T22:15:12.736891,,,,,,
2025-03-22T22:15:12.748718,,,,,,
2025-03-22T22:15:17.741520,,,,,,
2025-03-22T22:15:17.754244,,,,,,
2025-03-22T22:15:22.744196,,,,,,
2025-03-22T22:15:22.755627,,,,,,
2025-03-22T22:15:27.747788,,,,,,
2025-03-22T22:15:27.761143,,,,,,
2025-03-22T22:15:32.748748,,,,,,
2025-03-22T22:15:32.768401,,,,,,
2025-03-22T22:15:37.756471,,,,,,
2025-03-22T22:15:37.771073,,,,,,
2025-03-22T22:15:42.765402,,,,,,
2025-03-22T22:15:42.778635,,,,,,
2025-03-22T22:15:47.773927,,,,,,
2025-03-22T22:15:47.786693,,,,,,
2025-03-22T22:15:51.722252,,,,,,
2025-03-22T22:15:51.722193,,,,,,
2025-03-22T22:15:52.242606,,,,,,
2025-03-22T22:15:52.246367,,,,,,
2025-03-22T22:15:56.745907,,,,,,
2025-03-22T22:15:56.745678,,,,,,
2025-03-22T22:15:57.250154,,,,,,
2025-03-22T22:15:57.253443,,,,,,
2025-03-22T22:16:01.752633,,,,,,
2025-03-22T22:16:01.753289,,,,,,
2025-03-22T22:16:02.256879,,,,,,
2025-03-22T22:16:02.259098,,,,,,
2025-03-22T22:16:06.759693,,,,,,
2025-03-22T22:16:06.759945,,,,,,
2025-03-22T22:16:07.262869,,,,,,
2025-03-22T22:16:07.265145,,,,,,
2025-03-22T22:16:11.762193,,,,,,
2025-03-22T22:16:11.762049,,,,,,
2025-03-22T22:16:16.768421,,,,,,
2025-03-22T22:16:16.768227,,,,,,
2025-03-22T22:16:21.774509,,,,,,
2025-03-22T22:16:21.774756,,,,,,
2025-03-22T22:16:26.776765,,,,,,
2025-03-22T22:16:26.780898,,,,,,
2025-03-22T22:16:31.781798,,,,,,
2025-03-22T22:16:31.786470,,,,,,
2025-03-22T22:16:36.783814,,,,,,
2025-03-22T22:16:36.789015,,,,,,
2025-03-22T22:16:41.797418,,,,,,
2025-03-22T22:16:41.797800,,,,,,
2025-03-22T22:16:46.801609,,,,,,
2025-03-22T22:16:46.801382,,,,,,
2025-03-22T22:16:51.803632,,,,,,
2025-03-22T22:16:51.803546,,,,,,
2025-03-22T22:16:56.809246,,,,,,
2025-03-22T22:16:56.809323,,,,,,
2025-03-22T22:17:02.572952,,,,,,
2025-03-22T22:17:02.573867,,,,,,
2025-03-22T22:17:02.911408,,,,,,
2025-03-22T22:17:02.914109,,,,,,
2025-03-22T22:17:07.578852,,,,,,
2025-03-22T22:17:07.589134,,,,,,
2025-03-22T22:17:07.919414,,,,,,
2025-03-22T22:17:07.920242,,,,,,
